에그드랍 선유도역점,샌드위치,02-2634-7788,서울특별시 영등포구 양평로22길 2 1층,37.5380175,126.8942683,http://www.instagram.com/eggdrop_sun.you.do
오늘은즉떡 3호점,떡볶이,0507-1316-7826,서울특별시 영등포구 국회대로66길 17 지하1층 6호,37.528533,126.9194521,
진성숯불생고기,육류,02-3667-2680,서울특별시 영등포구 영등포로 172,37.5204937,126.9005096,http://blog.naver.com/heejin2241
금돈식당,한식,02-831-1477,서울특별시 영등포구 영등포로 375-1,37.5140891,126.9200473,
버텍스 여의도점,퓨전음식,02-785-9252,서울특별시 영등포구 의사당대로 26 B114호,37.5265371,126.9181066,https://www.instagram.com/vertex_yeouido
이천가든 타임스퀘어점,한식,02-2068-4122,서울특별시 영등포구 영중로 15 3층,37.5172333,126.903716,http://www.facebook.com/icheongarden
COFFEE USELESS,카페,02-6369-1027,서울특별시 영등포구 디지털로54길 3,37.490517,126.9017072,http://m.smartstore.naver.com/coffeeuseless
본죽&비빔밥cafe 문래홈플러스점,죽,02-2675-6288,서울특별시 영등포구 당산로 34,37.5176784,126.89558,https://www.bonif.co.kr/menu/list?brdCd=BF102
만복순대국,순대국,02-2068-3877,서울특별시 영등포구 선유동1로 32,37.5249433,126.8922945,
우주라이크커피 영등포점,카페,02-2631-2358,서울특별시 영등포구 경인로 833-1,37.516211,126.9054266,
콩자루,카페,070-4153-6772,서울특별시 영등포구 여의나루로 113,37.5260515,126.930772,
더치앤빈 문래역점,카페,070-4120-8980,서울특별시 영등포구 문래로 87,37.5197091,126.8916529,http://www.dutchandbean.com
진원식당,백반,02-2676-6126,서울특별시 영등포구 도림로145길 8,37.5157358,126.8901488,
형제정육식당,육류,02-2632-9294,서울특별시 영등포구 영등포로50길 12,37.5179474,126.9091729,
커피1217,카페,02-2636-3823,서울특별시 영등포구 선유서로 121 1층 COFFEE1217,37.5266082,126.8863683,http://www.instagram.com/coffee__1217
참새와방앗간포차,포장마차,,서울특별시 영등포구 선유동1로 6-17,37.5224988,126.8925502,
ing 치킨 신길점,치킨,02-845-9272,서울특별시 영등포구 가마산로 426,37.5039007,126.9036018,
유로코피자 영등포점,피자,02-833-1828,서울특별시 영등포구 도영로 66,37.5088655,126.9007586,
오늘와인한잔 영등포구청점,와인,02-6337-3679,서울특별시 영등포구 당산로32길 8-2 1층,37.5262684,126.897645,
탕화쿵푸 마라탕,중식,02-761-5566,서울특별시 영등포구 여의나루로 42 218호,37.5214725,126.9249813,
전통칼국수,칼국수,02-844-0470,서울특별시 영등포구 대림로 191 1층,37.4978879,126.8984006,
만면희색 영등포타임스퀘어점,한식,02-1212-1313,서울특별시 영등포구 영중로 15 3층,37.5172333,126.903716,http://smilenoodles.com/
이구역우동은나,우동,02-832-0145,서울특별시 영등포구 신풍로 56,37.4999346,126.9120714,
더플랩잭,카페,02-785-5550,서울특별시 영등포구 은행로 29 ,37.5291563,126.9216482,
만족오향족발 당산역점,족발,02-2636-5891,서울특별시 영등포구 양평로 64 한경빌딩 1층 만족오향족발,37.5351401,126.8999648,
본죽 선유도역점,죽,02-2631-6288,서울특별시 영등포구 양평로 113,37.537246,126.894762,
몽고양다리,중식,02-834-2125,서울특별시 영등포구 도림천로11길 19 2층,37.4918156,126.8975702,
커피더캠프 여의도한강캠프점,카페,02-6111-9988,서울특별시 영등포구 여의서로 43 한서리버파크,37.5307698,126.924975,
용용이조개찜,조개,02-782-2208,서울특별시 영등포구 국제금융로8길 25 지하1층 108호,37.5203201,126.9284902,
더 카번 리버풀,맥주,,서울특별시 영등포구 당산로 130 지하 1층,37.5261373,126.8969633,
워너비박스 서여의도점,도시락,02-783-3872,서울특별시 영등포구 의사당대로 26  지하1층,37.5265371,126.9181067,
디저트카페 뮈렌,카페,02-844-8876,서울특별시 영등포구 영신로 37-3,37.5143188,126.9075639,
이필당 왕족발보쌈 본점,족발,02-2633-1119,서울특별시 영등포구 양평로17길 12-2,37.5357629,126.8956958,
김영희동태찜코다리냉면 당산점,해물,050-7457-1243,서울특별시 영등포구 당산로47길 13 2층,37.5353645,126.9020324,https://blog.naver.com/ssong10921/221609824841
김밥천국 당산역점,분식,02-2635-5009,서울특별시 영등포구 당산로 214 1층,37.5326487,126.9039096,
와이비양꼬치,양꼬치,02-6339-9188,서울특별시 영등포구 가마산로 382,37.5022465,126.9001791,http://www.02-6339-9188.ezbuilder.co.kr/
전문가,해물,02-782-2300,서울특별시 영등포구 63로 45 A상가103호,37.5202064,126.937847,
릴리카롱,베이커리,,서울특별시 영등포구 국제금융로 86 1층 123호,37.5204346,126.9318357,http://www.instagram.com/lily_caron3
청수떡볶이,떡볶이,02-783-5619,서울특별시 영등포구 63로 45 지하1층,37.5207318,126.9369717,
규담,베트남음식,,서울특별시 영등포구 당산로 8-3,37.5153741,126.8944813,http://www.instagram.com/beer_gyudam
카페바뇨스,카페,,서울특별시 영등포구 국회대로53길 1 1층,37.5257229,126.9069337,http://instagram.com/doheeyoung
커피베이 양평에이스하이테크시티점,카페,02-3488-4060,서울특별시 영등포구 선유로 130,37.525548,126.8914708,
김밥천국성애병원점,분식,02-812-0600,서울특별시 영등포구 영등포로84길 8,37.5126398,126.9220093,
쏭카페,카페,070-8866-4385,서울특별시 영등포구 선유로47길 21-1,37.5358202,126.8945367,https://www.youtube.com/bjummma
탐나종합어시장 영등포시장역점,생선회,02-2632-2022,서울특별시 영등포구 영중로 49 1층 4호,37.5206692,126.9045781,http://www.tamnafishmarket.co.kr/
미주부엌,일식,02-2632-4414,서울특별시 영등포구 도림로125가길 11-2,37.513493,126.8939496,
인생한잔,파스타,070-8860-3504,서울특별시 영등포구 도신로58길 17-1,37.5103613,126.9170293,
땅땅치킨 신도림점,치킨,02-834-0707,서울특별시 영등포구 도영로 66 1층 107호,37.5088991,126.90073,http://www.codd.co.kr
화담,일식,02-6166-3355,서울특별시 영등포구 국회대로 800 지하 1층,37.5309294,126.9210835,http://www.instagram.com/hwadamkorea
당산돈,소고기구이,02-2633-2314,서울특별시 영등포구 당산로47길 8 당일빌딩1층,37.5348627,126.9020058,
원조사천마라탕,중식,02-835-0556,서울특별시 영등포구 도신로 227,37.5121541,126.9162703,
딤치 김치찌개,한식,02-2068-2713,서울특별시 영등포구 영등포로19길 5-3,37.5225656,126.8928165,
앤티앤스프레즐 영등포역사점,베이커리,02-2632-5162,서울특별시 영등포구 경인로 846,37.515668,126.907666,http://auntieannes.co.kr/#01
불멸의쭈꾸미,주꾸미,02-2633-1671,서울특별시 영등포구 선유로 50,37.518293,126.8893059,
삼만항,술집,070-7779-7789,서울특별시 영등포구 영신로45길 12 1층,37.5228928,126.9004044,http://blog.naver.com/sammanhang
오한수 우육면가,국수,02-761-5675,"서울특별시 영등포구 의사당대로1길 25 ,2층",37.5200651,126.9298484,
오봉구국수,국수,02-6339-9109,서울특별시 영등포구 당산로29길 5,37.529204,126.897913,
용호동낙지 여의도2호점,낙지,02-3775-4578,서울특별시 영등포구 국회대로74길 10,37.5302784,126.9208714,
리브어트레이스,카페,,서울특별시 영등포구 도신로15라길 5-10,37.507831,126.8977817,
아무튼,카페,02-780-6699,서울특별시 영등포구 국제금융로 78 홍우빌딩 1층,37.5209159,126.9312007,http://www.instagram.com/amooteun/
크레이지후라이 타임스퀘어점,떡볶이,02-2632-7795,서울특별시 영등포구 영중로 15 3층,37.5172333,126.903716,http://www.crazyfry.co.kr/
공차 대림점,차,02-831-7536,서울특별시 영등포구 대림로29길 13,37.4952802,126.8980557,
크레올,뷔페,02-6969-6020,서울특별시 영등포구 양평로 136 지하1층,37.5386244,126.8931343,https://www.parkhotelgroup.com/kr/yeongdeungpo/kreole
루고 여의나루점,카페,,서울특별시 영등포구 여의동로 280 2층 루고,37.5249411,126.9390397,
더치앤빈 당산점,카페,02-2675-8648,서울특별시 영등포구 당산로 175 상가동 101호 102호,37.530043,126.8985046,
쥐풍수타면,중식,02-835-6999,서울특별시 영등포구 디지털로37길 30,37.4912883,126.898054,
백년손님서서갈비 선유도점,육류,02-2677-0651,서울특별시 영등포구 양평로 111-1,37.5371859,126.8948549,
고에몽,초밥,,서울특별시 영등포구 국회대로54길 10 아크로타워스퀘어 상가동 지하1층 39호,37.5242737,126.9062143,http://instagram.com/nakajima_goemong
맥도날드 양평SK점,햄버거,070-7017-6505,서울특별시 영등포구 선유로 195,37.5309017,126.8934671,
이스트우드,한식,070-4459-0103,서울특별시 영등포구 도신로17길 6,37.5066662,126.8996556,
할매삼합,한식,02-831-2749,서울특별시 영등포구 대방천로 246 1층 101호,37.4985639,126.9182836,
남자피자 영등포점,피자,02-2634-5570,서울특별시 영등포구 영중로 145,37.5301793,126.9053065,
홍어명가,생선회,02-844-4244,서울특별시 영등포구 신길로 200-20,37.5030602,126.9209881,
청진동해장국,해장국,02-842-6301,서울특별시 영등포구 가마산로65길 32,37.5084326,126.9058542,
배달의쌀국수 영등포점,베트남음식,02-835-7070,서울특별시 영등포구 여의대방로47길 25-1 1층,37.5087244,126.9211996,
팔공티 당산역사점,차,,서울특별시 영등포구 양평로 40 지하 1층,37.5339533,126.9019095,
주유별장 (여의도점),한식,02-6484-5977,서울특별시 영등포구 국제금융로8길 31,37.5198062,126.9280062,
베베커피로스터즈,카페,02-6339-7418,서울특별시 영등포구 선유로52길 12 삼보빌딩,37.5356127,126.8994896,
카페타임즈,카페,070-5172-8874,서울특별시 영등포구 양평로22가길 19-1 1층,37.5391866,126.8922024,https://www.instagram.com/cafetimes_order/
진실롱,카페,02-999-7777,서울특별시 영등포구 은행로 54 신한드림리버오피스텔 113호,37.5296597,126.9247084,https://www.instagram.com/jinsilrong/
노버든,카페,,서울특별시 영등포구 당산로31길 25 2층,37.5268495,126.8938137,
해월,술집,,서울특별시 영등포구 도림로 439-1 해월,37.5142882,126.8940042,http://www.instagram.com/haewol_mullae
구디롤앤커피,초밥,02-833-5916,서울특별시 영등포구 시흥대로 621 1층,37.487953,126.9051454,http://www.instagram.com/gdr_n_coffee
시골순두부전문,두부요리집,02-2675-6225,서울특별시 영등포구 경인로 775,37.5143815,126.8991421,
본래순대 당산점,순대국,02-2068-0555,서울특별시 영등포구 영등포로 106 상가 102동 114호,37.5213197,126.8928072,
UNIBAR,맥주,,서울특별시 영등포구 양평로 52,37.5346553,126.9008828,http://dangsanworldbeer.modoo.at
부산아지매국밥 동여의도점,국밥,02-769-1422,"서울특별시 영등포구 의사당대로1길 11,1층",37.519225,126.9285867,http://www.busanajimae.com/
르사이공 양평롯데마트점,베트남음식,02-2677-2366,서울특별시 영등포구 선유로 138 롯데마트 서울양평점 1층,37.5260252,126.8912679,
조선화로집 영등포점,육류,02-2069-1912,서울특별시 영등포구 영중로 47,37.5205428,126.9045856,
경성찹쌀꽈배기 영등포역점,베이커리,,서울특별시 영등포구 영신로19길 17,37.513823,126.9059601,
신주방마라탕,중식,02-782-7567,서울특별시 영등포구 의사당대로 127 롯데캐슬엠파이어 지하1층,37.5201766,126.9264116,https://www.instagram.com/sinjubang
백스트로크,카페,,서울특별시 영등포구 가마산로61나길 11 1층 백스트로크,37.5068028,126.9059071,http://www.instagram.com/backstrokeseoul
덕수궁전통찻집,차,02-780-5915,서울특별시 영등포구 국회대로68길 11 지하1층,37.529224,126.9196845,
NERD,카페,02-6339-9930,서울특별시 영등포구 영등포로62길 12 1층,37.5153304,126.9164252,http://www.instagram.com/ordinarynerdpeople
경도일식,일식,02-3773-1239,서울특별시 영등포구 여의대로 128 지하1층,37.5277633,126.9286291,
도경수제숯불갈비,돼지고기,02-836-3888,서울특별시 영등포구 대림로 173,37.4963499,126.8990258,
꼬모레,카페,02-2677-4132,서울특별시 영등포구 국회대로28길 13-1,37.5274304,126.8944355,
내일식당,백반,070-4191-4558,서울특별시 영등포구 양평로22길 25,37.540039,126.895371,http://www.instagram.com/naeil.sik
티블랙 문래점,카페,02-6265-0642,서울특별시 영등포구 선유로 76,37.5206507,126.8899191,
피자쏭 구로점,피자,02-865-7788,서울특별시 영등포구 도신로 147,37.5097724,126.9078379,
차얌 영등포홈플러스점,과일주스,02-7740-4139,서울특별시 영등포구 당산로 42,37.5182376,126.8958979,
이디야커피 신길중앙점,카페,070-7717-8287,서울특별시 영등포구 도신로 229,37.5121792,126.9164959,http://www.ediya.com/
보드람치킨 영등포구청점,치킨,02-2677-2848,서울특별시 영등포구 국회대로34길 18,37.5259709,126.8971574,
그린버킷,샐러드,02-785-1909,서울특별시 영등포구 국제금융로7길 3 수정상가 1층 그린버킷,37.5225819,126.9312147,http://instagram.com/greenbucket__
파육삼겹살,한식,02-782-4848,서울특별시 영등포구 여의나루로4길 18,37.5213697,126.9274314,
청담동소스돈가스 롯데백화점영등포점,돈가스,02-2632-2500,서울특별시 영등포구 경인로 846 롯데백화점 영등포점 지하1층,37.5156838,126.9076607,
더치앤빈 한림대강남성심병원점,카페,070-8887-5776,서울특별시 영등포구 신길로 6,37.4932943,126.9095002,http://www.dutchandbean.com
디디카페,카페,0507-1335-1330,서울특별시 영등포구 대림로34마길 4 ,37.4997879,126.9004768,
불닭발동대문엽기떡볶이,음식점,02-3667-8592,서울특별시 영등포구 국회대로36길 7-3,37.5265622,126.898131,
유가네,한식,02-783-9334,서울특별시 영등포구 국회대로 750 지하1층,37.5282326,126.9165106,
육새참 영등포점,칼국수,02-2633-3236,서울특별시 영등포구 영등포로 218-1,37.5195722,126.9057489,
워너커피 여의도점,카페,02-761-2285,서울특별시 영등포구 국회대로66길 23 1층 ,37.5281412,126.919891,http://instagram.com/Wannacoffee_Yeouido
진1926 여의도점,육류,02-783-1926,서울특별시 영등포구 국회대로68길 23 2층,37.5284791,126.9204377,https://jin1926love.modoo.at
산호키,라멘,,서울특별시 영등포구 대방천로 249 1층,37.4990515,126.9186796,
세미즈카페,카페,02-833-2178,서울특별시 영등포구 가마산로 382,37.5022419,126.9001678,http://semmyscafe.7x7.kr
피자마루 신길점,피자,02-844-1082,서울특별시 영등포구 신풍로 77 (래미안에스티움 C-107),37.5002131,126.9144886,http://www.pizzamaru.co.kr/
1투3치킨호프당산점,치킨,02-2636-0972,서울특별시 영등포구 선유동2로 46,37.5325447,126.8971021,
비어클럽,맥주,02-844-3141,서울특별시 영등포구 도신로 227,37.5121919,126.9162674,
진격의포차 신길점,포장마차,070-7698-3290,서울특별시 영등포구 영등포로74길 13,37.5130852,126.9185689,
잔비어유,맥주,,서울특별시 영등포구 국회대로34길 12,37.5265678,126.8973416,
머머김밥,김밥,02-845-7734,서울특별시 영등포구 도림로113길 25,37.5086606,126.8971176,
조이카페,카페,,서울특별시 영등포구 당산로50가길 3-17 르네상스빌,37.5326215,126.9064276,
내집식당,한식,02-2632-3002,서울특별시 영등포구 문래로 77,37.5199099,126.8905696,
알치킨까페,치킨,,서울특별시 영등포구 당산로32길 4 2층,37.5263516,126.8972658,
스윗차징,베이커리,070-8873-8866,서울특별시 영등포구 은행로 29 ,37.529084,126.9219003,http://instagram.com/sweet_charging
이필당족발보쌈,족발,0504-3142-1119,서울특별시 영등포구 양평로17길 12-2,37.5357493,126.8956873,http://24253.mbym.co.kr/
태양닭발,닭발,02-3667-5858,서울특별시 영등포구 버드나루로 116 1층 태양닭발,37.528526,126.9082731,
평화,카페,,서울특별시 영등포구 도림로131길 13 1층 평화,37.5137775,126.8943322,https://instagram.com/pyeong_hwaa
이넬,카페,,서울특별시 영등포구 대방천로 244 1층,37.4986397,126.9179372,http://instagram.com/inel.macaron
프링크앤드링크,카페,,서울특별시 영등포구 양평로22바길 2,37.5402081,126.8955128,https://www.instagram.com/prinkndrink/
대상해,중식,02-2068-8867,서울특별시 영등포구 영등포로 260 1층,37.5189057,126.9108222,https://0220688867.modoo.at
미빌,카페,070-8885-1004,서울특별시 영등포구 여의대방로43길 5 1층,37.5062551,126.9218664,
호수커피,카페,02-6404-2440,서울특별시 영등포구 도림로 278-5,37.5030295,126.9044165,
백채김치찌개,"찌개,전골",02-835-2391,서울특별시 영등포구 영등포로 369-2,37.5142226,126.9194517,
메이커스유니온스퀘어,카페,02-512-0383,서울특별시 영등포구 당산로 10 태광빌딩 403호 메이커스유니온스퀘어,37.5155967,126.8944434,http://makersunionsquare.com
비봉,한식,02-761-9504,서울특별시 영등포구 국회대로62길 15 지하1층,37.5272053,126.9168701,
케이펍 IFC점,맥주,02-6137-3032,서울특별시 영등포구 국제금융로 10 1층 Three IFC,37.5247934,126.9257075,http://www.instagram.com/3birds_kr/
해물포차 jin,술집,02-2069-1001,서울특별시 영등포구 양평로17길 9 경남아너스빌상가 B동 108호,37.5356453,126.8962549,
카페 팜스프링스,카페,02-847-1107,서울특별시 영등포구 도신로60길 22-3 카페 팜스프링스,37.5099763,126.9172482,
매머드익스프레스 양평역점,카페,02-6052-5541,서울특별시 영등포구 양산로 50-1,37.525132,126.8886218,
모리라멘,라멘,,서울특별시 영등포구 양평로 89-1,37.5361401,126.897056,
커피베이 대림3동사거리점,카페,02-831-4054,서울특별시 영등포구 가마산로 352,37.4999039,126.8980836,
LID Bar,술집,02-2675-1213,서울특별시 영등포구 도림로139길 12-1,37.5139117,126.8927177,
양키수산,양식,070-8888-0815,서울특별시 영등포구 도림로139길 11-1 양키수산,37.5138339,126.8930005,http://instagram.com/yankeesea
드롭탑 선유도파크호텔점,카페,02-2672-0670,서울특별시 영등포구 양평로 136 1층,37.5386759,126.8930554,http://www.cafedroptop.com/
테이스팅룸 IFC몰점,이탈리아음식,02-6137-5654,서울특별시 영등포구 국제금융로 10 L3층,37.5254293,126.9257706,http://www.tastingroom.co.kr/
도군이네쭈꾸미집,한식,02-6085-9288,서울특별시 영등포구 도림로 479,37.5163389,126.8902556,
돈기부여 (한양분식),한식,02-3667-5949,서울특별시 영등포구 당산로10길 17,37.5218151,126.8977795,
미성참숯꼼장어,장어,,서울특별시 영등포구 영신로19길 5-4,37.514193,126.907199,
후미꼬,일식,02-2068-6332,서울특별시 영등포구 양평로22나길 3-2,37.5388229,126.893995,
자리,카페,070-3575-7095,서울특별시 영등포구 양평로22길 7-1,37.5385586,126.8942809,http://zaricompany.com
마이웨이,카페,02-704-3677,서울특별시 영등포구 여의대방로 379 제일빌딩3층,37.5191266,126.9309306,
출출할때,술집,,서울특별시 영등포구 영신로17길 8,37.5140437,126.9071824,
윤스상회 문래점,육류,02-6348-0107,서울특별시 영등포구 당산로 34 163호,37.5172875,126.8969563,
생활맥주 영등포구청점,맥주,02-2068-8255,서울특별시 영등포구 당산로30길 7,37.5256305,126.89759,
여우감자탕,감자탕,02-2672-2128,서울특별시 영등포구 당산로 180 1층 10호,37.5302653,126.8993539,
신룽푸마라탕 대림점,마라탕,02-6409-2535,서울특별시 영등포구 도림로39길 19,37.4944814,126.8977817,
도요비,일식,02-3667-7886,서울특별시 영등포구 양평로 6 강남빌딩 1층 102호,37.5324366,126.9054176,
주한상,술집,02-785-0585,"서울특별시 영등포구 국제금융로 78, 1층",37.5208744,126.9313093,
선우어묵,오뎅,,서울특별시 영등포구 경인로 846,37.515668,126.907666,
별주부전,전,02-2635-2616,서울특별시 영등포구 문래로 92 대소빌딩2층,37.5192375,126.8922349,
카페 미라클,카페,0507-1364-8896,서울특별시 영등포구 도림로 152-4 1층,37.4936727,126.8989359,
카페마음,카페,,서울특별시 영등포구 영신로20길 12-3,37.5152234,126.9091719,
일품각,양꼬치,02-2677-5210,서울특별시 영등포구 양평로 46 B1,37.5344674,126.9016607,http://www.양꼬치.kr
매머드커피 대방역점,카페,,서울특별시 영등포구 여의대방로62길 2,37.5138759,126.9266355,
낙곱새,낙지,02-2634-2957,서울특별시 영등포구 영신로 228-6 한양아이클래스오피스텔 106,37.5273808,126.9040597,
빵꼬마,베이커리,02-2636-0805,서울특별시 영등포구 양산로 128 1층 102호,37.5237884,126.8972089,http://www.instagram.com/breadkkoma/
마라향방마라탕,중식,02-782-0801,"서울특별시 영등포구 여의대방로67길 22, 2층",37.5207028,126.9300089,
툇마루집,한식,02-2068-0609,서울특별시 영등포구 영등포로 185-21 11호 툇마루집빈대떡,37.5208175,126.9017401,http://instagram.com/
쿠키굽는고양이,카페,,서울특별시 영등포구 도신로4길 27 1층,37.5011592,126.8965579,http://www.instagram.com/cu_cub_cat
칠분의오커피,카페,,서울특별시 영등포구 국제금융로6길 17 지하1층 11호 칠분의오커피,37.5218313,126.9281779,http://instagram.com/fivesevencoffee_seoul
홍무양꼬치,양꼬치,02-6449-0326,서울특별시 영등포구 신길로60가길 1,37.5138464,126.9121256,
펭귄카페,카페,02-844-0202,서울특별시 영등포구 도영로7길 8 1층,37.5092992,126.8959969,http://www.instagram.com/_penguin_cafe_
민소한우 서여의도점,소고기구이,02-786-3365,서울특별시 영등포구 국회대로68길 17 지하1층,37.5287886,126.9201273,http://www.minsohanwoo.com/
동산만두,만두,,서울특별시 영등포구 당산로 142 1층 동산만두,37.5272156,126.8972192,
동네카페,카페,,서울특별시 영등포구 도신로 235,37.5124939,126.9169634,
담소즉석떡볶이,한식,,서울특별시 영등포구 영등포로 422,37.5123902,126.9248186,http://2somsom.blog.me/221250547035
다올포차,포장마차,02-2632-2616,서울특별시 영등포구 문래로 92 2층,37.5192561,126.8922105,
초밥집,초밥,070-4213-8778,"서울특별시 영등포구 국제금융로 78, 2층",37.5208744,126.9313093,
스시민 영등포점,초밥,02-2677-9855,서울특별시 영등포구 영등포로 201-1,37.5202772,126.9040405,http://sushimin.co.kr
왕돈까스&왕냉면 선유도점,돈가스,02-6123-4988,서울특별시 영등포구 선유로49길 23,37.5361864,126.8950593,
라떼떼커피 문래점,카페,070-7543-1258,서울특별시 영등포구 영등포로 106,37.5214428,126.8929849,
